"title","directedBy","starring","avgRating","imdbId","item_id","genre","star","writer","company","country","year","group"
"Moneyball","Bennett Miller","Brad Pitt, Jonah Hill, Philip Seymour Hoffman, Chris Pratt, Robin Wright",3.888,1210166,89492,"Biography","Brad Pitt","Steven Zaillian","Columbia Pictures","United States",2011,1
"Much Ado About Nothing","Kenneth Branagh","Kenneth Branagh, Emma Thompson, Richard Briers, Robert Sean Leonard, Keanu Reeves, Kate Beckinsale, Denzel Washington, Michael Keaton, Brian Blessed, Imelda Staunton",3.86713,107616,497,"Comedy","Alexis Denisof","William Shakespeare","Bellwether Pictures","United States",2012,3
"Burn After Reading","Ethan Coen, Joel Coen","George Clooney, Frances McDormand, Brad Pitt, John Malkovich, Tilda Swinton, Richard Jenkins, David Rasche, J.K. Simmons, Olek Krupa, Elizabeth Marvel",3.55337,887883,61323,"Comedy","Brad Pitt","Joel Coen","Focus Features","United States",2008,3
"Catch Me If You Can","Steven Spielberg","Leonardo DiCaprio, Tom Hanks, Martin Sheen, Christopher Walken",3.94781,264464,5989,"Biography","Leonardo DiCaprio","Jeff Nathanson","Dreamworks Pictures","United States",2002,1
"Grifters, The","Stephen Frears","John Cusack, Jan Munroe, Annette Bening, Anjelica Huston",3.70713,99703,1179,NA,NA,NA,NA,NA,NA,68
"Adventures of Priscilla, Queen of the Desert, The","Stephan Elliott","Bill Hunter, Guy Pearce, Terence Stamp, Hugo Weaving",3.62497,109045,345,NA,NA,NA,NA,NA,NA,69
"While You Were Sleeping","Jon Turteltaub","Sandra Bullock, Bill Pullman, Peter Gallagher, Peter Boyle, Jack Warden, Jason Bernard",3.50719,114924,339,"Comedy","Sandra Bullock","Daniel G. Sullivan","Hollywood Pictures","United States",1995,3
"Amelie","Jean-Pierre Jeunet","Audrey Tautou, Mathieu Kassovitz",4.09783,211915,4973,NA,NA,NA,NA,NA,NA,70
"Kung Fu Panda 2","Jennifer Yuh","Jack Black, Angelina Jolie, Jackie Chan, Dustin Hoffman, Gary Oldman, Seth Rogen, Lucy Liu, David Cross, James Hong, Michelle Yeoh, Danny McBride, Dennis Haysbert, Jean-Claude Van Damme, Victor Garber",3.4831,1302011,87222,"Animation","Jack Black","Jonathan Aibel","DreamWorks Animation","United States",2011,1
"Descendants, The","Alexander Payne","George Clooney, Shailene Woodley, Amara Miller, Nick Krause, Patricia Hastie, Beau Bridges, Michael Ontkean, Tom McTigue, Mary Birdsong, Rob Huebel, Laird John Hamilton, Robert Forster, Barbara L. Southern, Celia Kenney, Matthew Lillard, Judy Greer",3.56902,1033575,91077,NA,NA,NA,NA,NA,NA,71
"Bronx Tale, A","Robert De Niro","Robert De Niro, Chazz Palminteri, Lillo Brancato, Francis Capra, Kathrine Narducci, Joe Pesci, Joe D'Onofrio, ",3.81965,106489,428,NA,NA,NA,NA,NA,NA,72
"Knight's Tale, A","Brian Helgeland","Heath Ledger, Paul Bettany, Rufus Sewell, Shannyn Sossamon, Laura Fraser, Mark Addy, Alan Tudyk",3.33994,183790,4299,NA,NA,NA,NA,NA,NA,73
"Trainspotting","Danny Boyle","Ewan McGregor, Jonny Lee Miller, Ewen Bremner, Kevin McKidd, Robert Carlyle, Kelly Macdonald, Peter Mullan",4.01152,117951,778,"Drama","Ewan McGregor","Irvine Welsh","Channel Four Films","United Kingdom",1996,2
"Fisher King, The","Terry Gilliam","Jeff Bridges, David Hyde Pierce, Lara Harris, Mercedes Ruehl, Kathy Najimy, Harry Shearer, Jayce Bartok, Dan Futterman, Robin Williams, Amanda Plummer, Michael Jeter, Richard LaGravenese, Carlos Carrasco, Tom Waits",3.60348,101889,3108,NA,NA,NA,NA,NA,NA,10
"Die Hard 2","Renny Harlin","William Atherton, Reginald VelJohnson, Bruce Willis, Bonnie Bedelia, John Amos, Dennis Franz",3.45033,99423,1370,"Action","Bruce Willis","Steven E. de Souza","Twentieth Century Fox","United States",1990,4
"Secret Garden, The","Agnieszka Holland","Andrew Knott, Heydon Prowse, Kate Maberly, Maggie Smith",3.50475,108071,531,NA,NA,NA,NA,NA,NA,74
"Equalizer, The","Antoine Fuqua","Denzel Washington, Chloë Grace Moretz, Melissa Leo, Marton Csokas, Dan Bilzerian, Bill Pullman, Johnny Messner, David Harbour",3.66871,455944,112171,NA,NA,NA,NA,NA,NA,75
"21","Robert Luketic","Jim Sturgess, Kevin Spacey, Kate Bosworth, Laurence Fishburne",3.50534,478087,58803,"Crime","Jim Sturgess","Peter Steinfeld","Columbia Pictures","United States",2008,1
"Enemy at the Gates","Jean-Jacques Annaud","Jude Law, Ed Harris, Rachel Weisz, Joseph Fiennes, Bob Hoskins, Ron Perlman, Werner Daehn, Birol Ünel, ",3.71893,215750,4223,"Drama","Jude Law","Jean-Jacques Annaud","Paramount Pictures","Ireland",2001,2
"History of Violence, A","David Cronenberg","Viggo Mortensen, Maria Bello, Ed Harris, William Hurt, Ashton Holmes, Stephen McHattie, Greg Bryk, ",3.63821,399146,37733,NA,NA,NA,NA,NA,NA,76
"Wonder Woman","Patty Jenkins","Gal Gadot,Chris Pine",3.60416,451279,143355,"Action","Gal Gadot","Allan Heinberg","Warner Bros.","United States",2017,4
"Leaving Las Vegas","Mike Figgis","Nicolas Cage, Elisabeth Shue, Richard Lewis, Julian Sands",3.66472,113627,25,"Drama","Nicolas Cage","John O'Brien","Lumiere Pictures","United States",1995,2
"Million Dollar Baby","Clint Eastwood","Clint Eastwood, Hilary Swank, Morgan Freeman, Jay Baruchel",3.82479,405159,30707,"Drama","Hilary Swank","Paul Haggis","Warner Bros.","United States",2004,2
"Strictly Ballroom","Baz Luhrmann","Paul Mercurio, Tara Morice, Bill Hunter, Pat Thomson, Gia Carides",3.79297,105488,1188,"Comedy","Paul Mercurio","Baz Luhrmann","Beyond Films","Australia",1992,3
"Moulin Rouge","Baz Luhrmann","Nicole Kidman, Ewan McGregor, John Leguizamo, Jim Broadbent, Richard Roxburgh, David Wenham, Kylie Minogue, Ozzy Osbourne, Plácido Domingo, ",3.51733,203009,4308,NA,NA,NA,NA,NA,NA,77
"Bruce Almighty","Tom Shadyac","Jim Carrey, Jennifer Aniston, Morgan Freeman, Steve Carell, Philip Baker Hall, Catherine Bell",3.21628,315327,6373,"Comedy","Jim Carrey","Steve Koren","Spyglass Entertainment","United States",2003,3
"Expendables, The","Sylvester Stallone","Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren, Eric Roberts, Randy Couture, Steve Austin, David Zayas, Giselle Itié, Charisma Carpenter, Gary Daniels, Terry Crews, Mickey Rourke, Antonio Rodrigo Nogueira, Arnold Schwarzenegger, Bruce Willis",2.9611,1320253,79695,NA,NA,NA,NA,NA,NA,78
"Fear and Loathing in Las Vegas","Terry Gilliam","Johnny Depp, Benicio Del Toro, Tobey Maguire, Ellen Barkin, Gary Busey, Christina Ricci, Mark Harmon, Cameron Diaz, Katherine Helmond, Michael Jeter, Penn Jillette, Craig Bierko, Lyle Lovett, Flea, Laraine Newman, Harry Dean Stanton, Tim Thomerson, Larry Cedar, Richard Riehle, Richard Portnow, Steve Schirripa, Verne Troyer, Christopher Meloni, Jenette Goldstein, Jennifer Elise Cox, Joseph S. Griffo, Debbie Reynolds, Jon Hamm, Hunter S. Thompson",3.75318,120669,1884,"Adventure","Johnny Depp","Hunter S. Thompson","Fear and Loathing LLC","United States",1998,1
"Indiana Jones and the Kingdom of the Crystal Skull","Steven Spielberg","Harrison Ford, Cate Blanchett, Karen Allen, Shia LaBeouf, Ray Winstone",2.88308,367882,59615,"Action","Harrison Ford","David Koepp","Paramount Pictures","United States",2008,4
"Yes Man","Peyton Reed","Jim Carrey, Zooey Deschanel, Bradley Cooper, John Michael Higgins, Rhys Darby",3.37505,1068680,64969,"Comedy","Jim Carrey","Nicholas Stoller","Warner Bros.","United States",2008,3
"Seabiscuit","Gary Ross","Tobey Maguire, Jeff Bridges, Elizabeth Banks, Chris Cooper",3.57644,329575,6565,"Drama","Tobey Maguire","Laura Hillenbrand","Universal Pictures","United States",2003,2
"Cop Land","James Mangold","Robert De Niro, Harvey Keitel, Ray Liotta, Sylvester Stallone, Peter Berg, Janeane Garofalo, Annabella Sciorra, Cathy Moriarty",3.27138,118887,1589,"Crime","Sylvester Stallone","James Mangold","Miramax","United States",1997,1
"Anger Management","Peter Segal","Adam Sandler, Jack Nicholson, Marisa Tomei, Luis Guzmán, Jonathan Loughran",2.94009,305224,6287,"Comedy","Jack Nicholson","David Dorfman","Revolution Studios","United States",2003,3
"Princess Mononoke","Hayao Miyazaki","Yôji Matsuda, Yuriko Ishida, Yûko Tanaka, Billy Crudup, Claire Danes, Minnie Driver",4.15402,119698,3000,"Animation","Yôji Matsuda","Hayao Miyazaki","DENTSU Music And Entertainment","Japan",1997,1
"Brüno","Larry Charles","Sacha Baron Cohen, Gustaf Hammarsten, Clifford Bañagale, Josh Meyers",2.72372,889583,69784,"Comedy","Sacha Baron Cohen","Sacha Baron Cohen","Universal Pictures","United States",2009,3
"Exit Through the Gift Shop","Banksy","Banksy, Shepard Fairey, Thierry Guetta, Rhys Ifans, Space Invader",3.8968,1587707,77455,NA,NA,NA,NA,NA,NA,79
"Easy A","Will Gluck","Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd, Thomas Haden Church, Patricia Clarkson, Cam Gigandet, Lisa Kudrow, Malcolm McDowell, Alyson Michalka, Stanley Tucci, Fred Armisen",3.61851,1282140,80549,"Comedy","Emma Stone","Bert V. Royal","Screen Gems","United States",2010,3
"Insomnia","Christopher Nolan","Al Pacino, Robin Williams, Hilary Swank, Maura Tierney",3.48717,278504,5388,"Drama","Al Pacino","Hillary Seitz","Alcon Entertainment","United States",2002,2
"Gladiator","Ridley Scott","Russell Crowe, Joaquin Phoenix, Oliver Reed, Connie Nielsen, Richard Harris, Derek Jacobi, Djimon Hounsou",3.96406,172495,3578,"Action","Russell Crowe","David Franzoni","Dreamworks Pictures","United States",2000,4
"Juno","Jason Reitman","Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman, J.K. Simmons, Allison Janney",3.72332,467406,56367,"Comedy","Elliot Page","Diablo Cody","Fox Searchlight Pictures","United States",2007,3
"River Runs Through It, A","Robert Redford","Brad Pitt, Craig Sheffer, Tom Skerritt, Brenda Blethyn",3.67922,105265,3100,NA,NA,NA,NA,NA,NA,80
"Magnolia","Paul Thomas Anderson","Tom Cruise, Philip Baker Hall, Philip Seymour Hoffman, Jason Robards, John C. Reilly, Julianne Moore, William H. Macy",3.8707,175880,3160,"Drama","Tom Cruise","Paul Thomas Anderson","Ghoulardi Film Company","United States",1999,2
"X-Men","Bryan Singer","Hugh Jackman, Patrick Stewart, Ian McKellen, Famke Janssen, James Marsden, Halle Berry, Anna Paquin, Tyler Mane, Ray Park, Rebecca Romijn, Bruce Davison, Shawn Ashmore, Stan Lee",3.54423,120903,3793,"Action","Patrick Stewart","Tom DeSanto","Twentieth Century Fox","United States",2000,4
"What About Bob?","Frank Oz","Richard Dreyfuss, Charlie Korsmo, Bill Murray, Julie Hagerty",3.41937,103241,3809,"Comedy","Bill Murray","Alvin Sargent","Touchstone Pictures","United States",1991,3
"Surrogates","Jonathan Mostow","Bruce Willis, Radha Mitchell, Rosamund Pike, Boris Kodjoe, James Francis Ginty, James Cromwell, Ving Rhames",3.26909,986263,71530,"Action","Bruce Willis","Michael Ferris","Touchstone Pictures","United States",2009,4
"Backdraft","Ron Howard","William Baldwin, Robert De Niro, Kurt Russell, Donald Sutherland",3.3065,101393,3107,"Action","Kurt Russell","Gregory Widen","Imagine Films Entertainment","United States",1991,4
"Predestination","Michael Spierig, Peter Spierig","Ethan Hawke, Sarah Snook, Noah Taylor",3.79651,2397535,114935,"Action","Ethan Hawke","Michael Spierig","Screen Australia","Australia",2014,4
"John Wick: Chapter Two","Leslie Zak","Keanu Reeves,Bridget Moynahan,Ruby Rose,Peter Stormare,Ian McShane",3.80391,4425200,168248,NA,NA,NA,NA,NA,NA,81
"Billy Elliot","Stephen Daldry","Jamie Bell, Jamie Draven, Gary Lewis, Julie Walters, Jean Heywood",3.77552,249462,3967,"Drama","Jamie Bell","Lee Hall","StudioCanal","United Kingdom",2000,2
"Lord of the Rings: The Fellowship of the Ring, The","Peter Jackson","Sean Astin, Cate Blanchett, Orlando Bloom, Ian Holm, Christopher Lee, Ian McKellen, Viggo Mortensen, Elijah Wood, Sean Bean, Billy Boyd, Dominic Monaghan, John Rhys-Davies, Andy Serkis, Liv Tyler, Hugo Weaving, Marton Csokas",4.09616,120737,4993,NA,NA,NA,NA,NA,NA,1
"Perfect Storm, The","Wolfgang Petersen","George Clooney, Mark Wahlberg, Diane Lane, John C. Reilly, William Fichtner, John Hawkes, Allen Payne, Mary Elizabeth Mastrantonio, Karen Allen, Bob Gunton, Christopher McDonald, Michael Ironside, Rusty Schwimmer, Dash Mihok, Josh Hopkins, Joseph D. Reitman",3.08183,177971,3755,NA,NA,NA,NA,NA,NA,82
"This Is the End","Evan Goldberg, Seth Rogen","Emma Watson, James Franco, Seth Rogen, Jonah Hill, Paul Rudd, Jason Segel, Michael Cera, Jay Baruchel, Christopher Mintz-Plasse, Mindy Kaling, Kevin Hart, Danny McBride, Martin Starr, Rihanna, David Krumholtz, Aziz Ansari, Craig Robinson, Ricky Mabe",3.26996,1245492,102123,"Comedy","James Franco","Seth Rogen","Columbia Pictures","United States",2013,3
"The Devil's Advocate","Taylor Hackford","Keanu Reeves, Al Pacino, Charlize Theron, Jeffrey Jones, Judith Ivey, Connie Nielsen, Craig T. Nelson, Tamara Tunie, Ruben Santiago-Hudson, Debra Monk, George Wyner, Chris Bauer, Heather Matarazzo, Don King, Novella Nelson, Monica Keena, William Hill, John Rothman, Paul Benedict, Roy Jones Jr., Delroy Lindo",3.55629,118971,1645,"Drama","Keanu Reeves","Andrew Neiderman","Warner Bros.","Germany",1997,2
"Frequency","Gregory Hoblit","James Caviezel, Shawn Doyle, Dennis Quaid, Elizabeth Mitchell",3.54917,186151,3510,"Crime","Dennis Quaid","Toby Emmerich","New Line Cinema","United States",2000,1
"Perks of Being a Wallflower, The","Stephen Chbosky","Logan Lerman, Dylan McDermott, Kate Walsh, Nina Dobrev, Ezra Miller, Tom Savini, Paul Rudd, Emma Watson, Melanie Lynskey, Mae Whitman, Joan Cusack",3.84236,1659337,96821,NA,NA,NA,NA,NA,NA,83
"Brothers Grimm, The","Terry Gilliam","Matt Damon, Heath Ledger, Roger Ashton-Griffiths, Mackenzie Crook, Peter Stormare, Jonathan Pryce, Lena Headey, Monica Bellucci, ",2.92916,355295,36401,NA,NA,NA,NA,NA,NA,10
"17 Again","Burr Steers","Zac Efron, Leslie Mann, Thomas Lennon, Matthew Perry, Allison Miller, Michelle Trachtenberg, Melora Hardin, Brian Doyle-Murray, Jim Gaffigan, Collette Wolfe, Nicole Sullivan, Margaret Cho, Larry Poindexter",3.07037,974661,68135,"Comedy","Zac Efron","Jason Filardi","New Line Cinema","United States",2009,3
"American Pie","Chris Weitz","Jason Biggs, Chris Klein, Seann William Scott, Shannon Elizabeth, Alyson Hannigan",3.28425,163651,2706,"Comedy","Jason Biggs","Adam Herz","Universal Pictures","United States",1999,3
"Pay It Forward","Mimi Leder","Jay Mohr, Haley Joel Osment, Kevin Spacey, Helen Hunt",3.39759,223897,3969,"Drama","Kevin Spacey","Catherine Ryan Hyde","Warner Bros.","United States",2000,2
"Liar Liar","Tom Shadyac","Jim Carrey, Justin Cooper, Cary Elwes, Maura Tierney, Jennifer Tilly, Amanda Donohoe",3.23937,119528,1485,"Comedy","Jim Carrey","Paul Guay","Universal Pictures","United States",1997,3
"Idiocracy","Mike Judge","Luke Wilson, Maya Rudolph, Dax Shepard, Terry Crews, David Herman, Robert Musgrave, Justin Long, Patrick Fischler, Darlene Hunt, Andrew Wilson, Thomas Haden Church, Tom Kenny, Stephen Root, Sara Rue, Ava Santana",3.39536,387808,47997,"Adventure","Luke Wilson","Mike Judge","Twentieth Century Fox","United States",2006,1
"Fountain, The","Darren Aronofsky","Hugh Jackman, Rachel Weisz, Ellen Burstyn, Mark Margolis, Stephen McHattie, Fernando Hernandez, Cliff Curtis, Sean Patrick Thomas, Donna Murphy, Ethan Suplee, Marcello Bezina",3.60368,414993,48043,NA,NA,NA,NA,NA,NA,84
"Mission: Impossible","Brian De Palma","Tom Cruise, Henry Czerny, Jon Voight, Emmanuelle Béart, Jean Reno, Ving Rhames, Kristin Scott Thomas, Vanessa Redgrave",3.40936,117060,648,"Action","Tom Cruise","Bruce Geller","Paramount Pictures","United States",1996,4
"Downfall","Oliver Hirschbiegel","Bruno Ganz, Alexandra Maria Lara, Corinna Harfouch, Ulrich Matthes, Juliane Köhler, Heino Ferch, Christian Berkel, Thomas Kretschmann, ",3.99449,363163,31410,"Biography","Bruno Ganz","Bernd Eichinger","Constantin Film","Germany",2004,1
"Tommy Boy","Peter Segal","Brian Dennehy, Chris Farley, David Spade, Bo Derek",3.36512,114694,333,"Adventure","Chris Farley","Bonnie Turner","Broadway Pictures","United States",1995,1
"Talented Mr. Ripley, The","Anthony Minghella","Matt Damon, Jude Law, Cate Blanchett, Gwyneth Paltrow, Philip Seymour Hoffman, Jack Davenport, Philip Baker Hall",3.51181,134119,3176,NA,NA,NA,NA,NA,NA,7
"American Wedding","Jesse Dylan","Jason Biggs, Seann William Scott, Alyson Hannigan, Eddie Kaye Thomas, Thomas Ian Nicholas, Eugene Levy",2.89468,328828,6586,"Comedy","Jason Biggs","Adam Herz","Universal Pictures","United States",2003,3
"Star Trek Into Darkness","J.J. Abrams","Benedict Cumberbatch, Chris Pine, Alice Eve, Zachary Quinto, Zoe Saldana, Karl Urban, Simon Pegg, Leonard Nimoy, Anton Yelchin, John Cho, Bruce Greenwood, Peter Weller",3.71797,1408101,102445,"Action","Chris Pine","Roberto Orci","Paramount Pictures","United States",2013,4
"Benny & Joon","Jeremiah S. Chechik","Johnny Depp, Mary Stuart Masterson, Aidan Quinn, Julianne Moore, Oliver Platt, CCH Pounder, Dan Hedaya, Joe Grifasi, William H. Macy",3.5398,106387,1441,"Comedy","Johnny Depp","Barry Berman","Metro-Goldwyn-Mayer (MGM)","United States",1993,3
"Fantastic Mr. Fox","Wes Anderson","George Clooney, Meryl Streep, Jason Schwartzman, Bill Murray, Willem Dafoe, Owen Wilson",3.88062,432283,72226,"Animation","George Clooney","Roald Dahl","Twentieth Century Fox","United States",2009,1
"Wallace & Gromit: The Best of Aardman Animation","Nick Park","Peter Sallis, Anne Reid",4.03238,118114,720,NA,NA,NA,NA,NA,NA,85
"Thank You for Smoking","Jason Reitman","Joan Lunden, Aaron Eckhart, Todd Louiso, J.K. Simmons, Cameron Bright, Maria Bello, David Koechner, Kim Dickens, William H. Macy, Richard Speight Jr., Robert Duvall, Katie Holmes, Adam Brody, Rob Lowe, Sam Elliott, Dennis Miller, Nancy O'Dell",3.81918,427944,44195,"Comedy","Aaron Eckhart","Jason Reitman","Room 9 Entertainment","United States",2005,3
"Mist, The","Frank Darabont","Thomas Jane, William Sadler, Laurie Holden, Marcia Gay Harden, Jeffrey DeMunn",3.5244,884328,56145,NA,NA,NA,NA,NA,NA,86
"City of Lost Children, The","Marc Caro, Jean-Pierre Jeunet","Ron Perlman, Daniel Emilfork, Judith Vittet, Dominique Pinon, Jean-Claude Dreyfus",3.91428,112682,29,NA,NA,NA,NA,NA,NA,87
"River Wild, The","Curtis Hanson","Meryl Streep, Kevin Bacon, David Strathairn, Joseph Mazzello, John C. Reilly, Benjamin Bratt, Stephanie Sawyer, Diane Delano",3.2894,110997,376,NA,NA,NA,NA,NA,NA,88
"Crouching Tiger, Hidden Dragon","Ang Lee","Chow Yun-Fat, Michelle Yeoh, Ziyi Zhang, Chen Chang, Sihung Lung, Pei-pei Cheng",3.84362,190332,3996,"Action","Chow Yun-Fat","Hui-Ling Wang","Asia Union Film & Entertainment Ltd.","Taiwan",2000,4
"Double Jeopardy","Bruce Beresford","Ashley Judd, Tommy Lee Jones, Jay Brazeau, Benjamin Weir",3.21205,150377,2881,"Crime","Ashley Judd","David Weisberg","Paramount Pictures","United States",1999,1
"American Splendor","Shari Springer Berman, Robert Pulcini","Paul Giamatti, Harvey Pekar, Shari Springer Berman, Hope Davis",3.77855,305206,6620,"Biography","Paul Giamatti","Harvey Pekar","Good Machine","United States",2003,1
"Star Trek VI: The Undiscovered Country","Nicholas Meyer","James Doohan, DeForest Kelley, Leonard Nimoy, William Shatner, Walter Koenig, George Takei, Nichelle Nichols, Kim Cattrall, Mark Lenard, Grace Lee Whitney, Brock Peters, Christopher Plummer",3.30748,102975,1372,"Action","William Shatner","Gene Roddenberry","Paramount Pictures","United States",1991,4
"Cloudy with a Chance of Meatballs","Phil Lord, Christopher Miller","Bill Hader, Anna Faris, James Caan, Andy Samberg, Bruce Campbell, Mr. T, Bobb'e J. Thompson, Benjamin Bratt, Neil Patrick Harris, Al Roker, Lauren Graham, Will Forte",3.33067,844471,71264,"Animation","Anna Faris","Phil Lord","Columbia Pictures","United States",2009,1
"Divergent","Neil Burger","Shailene Woodley, Theo James, Ashley Judd, Jai Courtney, Ray Stevenson, Zoë Kravitz, Miles Teller, Tony Goldwyn, Ansel Elgort, Maggie Q, Mekhi Phifer, Kate Winslet, Ben Lloyd-Hughes, Christian Madsen",3.23755,1840309,108190,"Action","Shailene Woodley","Evan Daugherty","Summit Entertainment","United States",2014,4
"Adventures of Tintin, The","Steven Spielberg","Jamie Bell, Daniel Craig, Simon Pegg, Cary Elwes, Andy Serkis, Toby Jones, Nick Frost, Mackenzie Crook, Tony Curran, Daniel Mays, Gad Elmaleh",3.46164,983193,90746,NA,NA,NA,NA,NA,NA,1
"Transporter, The","Corey Yuen","Jason Statham, Qi Shu, François Berléand, Matt Schulze, Ric Young",3.37665,293662,5574,NA,NA,NA,NA,NA,NA,89
"Drop Dead Fred","Ate de Jong","Rik Mayall, Phoebe Cates, Tim Matheson, Marsha Mason",2.67751,101775,1126,"Comedy","Phoebe Cates","Elizabeth Livingston","PolyGram Filmed Entertainment","United States",1991,3
"Emma","Douglas McGrath","Gwyneth Paltrow, Jeremy Northam, Toni Collette, Alan Cumming, Greta Scacchi",3.74263,116191,838,"Comedy","Gwyneth Paltrow","Jane Austen","Miramax","United Kingdom",1996,3
"Toy Story 2","John Lasseter, Ash Brannon, Lee Unkrich","Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer, Don Rickles, Jim Varney, Wallace Shawn, John Ratzenberger, Annie Potts, Wayne Knight, John Morris, Laurie Metcalf, Estelle Harris, Jodi Benson, Joe Ranft, Andrew Stanton, R. Lee Ermey, Jonathan Harris, Jeff Pidgeon, Dave Foley, Robert Goulet",3.81046,120363,3114,"Animation","Tom Hanks","John Lasseter","Pixar Animation Studios","United States",1999,1
"The Hobbit: The Battle of the Five Armies","Peter Jackson","Martin Freeman,Ian McKellen,Richard Armitage,Ken Stott,Graham McTavish,William Kircher,James Nesbitt,Stephen Hunter,Dean O'Gorman,Aidan Turner,John Callen,Peter Hambleton,Jed Brophy,Mark Hadlow,Adam Brown,Orlando Bloom,Evangeline Lilly,Lee Pace,Cate Blanchett,Hugo Weaving,Christopher Lee,Ian Holm,Mikael Persbrandt,Sylvester McCoy,Luke Evans,Stephen Fry,Manu Bennett,John Tui,Benedict Cumberbatch,Billy Connolly,Conan Stevens",3.49664,2310332,118696,"Adventure","Ian McKellen","Fran Walsh","New Line Cinema","New Zealand",2014,1
"The Nice Guys","Shane Black","Russell Crowe,Ryan Gosling,Matt Bomer,Kim Basinger,Yvonne Zima",3.76998,3799694,158238,"Action","Russell Crowe","Shane Black","Warner Bros.","United States",2016,4
"Road Trip","Todd Phillips","Breckin Meyer, Seann William Scott, Amy Smart, Paulo Costanzo, DJ Qualls, Tom Green, Rachel Blanchard, Anthony Rapp, Fred Ward, Andy Dick, Ethan Suplee, Horatio Sanz, Rhoda Griffis, Ellen Albertini Dow, Jessica Cauffiel, Mary Lynn Rajskub, Jimmy Kimmel, Matt Walsh, Cleo King, Vinnie Jones",3.11857,215129,3617,"Comedy","Breckin Meyer","Todd Phillips","Dreamworks Pictures","United States",2000,3
"American Beauty","Sam Mendes","Kevin Spacey,Annette Bening,Thora Birch,Wes Bentley,Mena Suvari,Chris Cooper,Peter Gallagher,Allison Janney,Scott Bakula,Sam Robards,John Cho,Amber Smith,Joel McCrary",4.10904,169547,2858,"Drama","Kevin Spacey","Alan Ball","Dreamworks Pictures","United States",1999,2
"Kingsman: The Secret Service","Matthew Vaughn","Mark Hamill,Samuel L. Jackson,Colin Firth,Michael Caine,Mark Strong,Taron Egerton,Jack Davenport,Corey Johnson,Geoff Bell",3.80894,2802144,119145,"Action","Colin Firth","Jane Goldman","Twentieth Century Fox","United Kingdom",2014,4
"Jungle Book, The","Stephen Sommers","Cary Elwes, Jason Scott Lee, Sam Neill, Lena Headey",3.36079,110213,362,NA,NA,NA,NA,NA,NA,5
"Saint, The","Phillip Noyce","Val Kilmer, Elisabeth Shue, Valeri Nikolayev, Rade Serbedzija",3.16345,120053,1479,NA,NA,NA,NA,NA,NA,90
"Beautiful Mind, A","Ron Howard","Russell Crowe, Jennifer Connelly, Ed Harris, Paul Bettany, Adam Goldberg, Christopher Plummer,",3.96819,268978,4995,NA,NA,NA,NA,NA,NA,4
"Pride & Prejudice","Joe Wright","Keira Knightley, Matthew MacFadyen, Judi Dench, Donald Sutherland, Brenda Blethyn, Rosamund Pike, Jena Malone, Carey Mulligan",3.84305,414387,40629,"Drama","Keira Knightley","Deborah Moggach","Focus Features","France",2005,2
"Despicable Me 2","Pierre Coffin, Chris Renaud","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove, Russell Brand, Ken Jeong, Steve Coogan, Elsie Kate Fisher, Dana Gaier, Moises Arias, Nasim Pedrad, Kristen Schaal",3.52809,1690953,103335,"Animation","Steve Carell","Cinco Paul","Universal Pictures","United States",2013,1
"Shallow Hal","Bobby Farrelly,Peter Farrelly","Jack Black,Gwyneth Paltrow,Jason Alexander,Joe Viterelli,Rene Kirby,Bruce McGill,Anthony Robbins,Susan Ward,Zen Gesner,Brooke Burns,Rob Moran,Kyle Gass,Laura Kightlinger,Nan Martin,Erinn Bartlett,Daniel Greene,Sascha Knopf,Darius Rucker,Sayed Badreya,Molly Shannon",2.81483,256380,4890,"Comedy","Jack Black","Sean Moynihan","Twentieth Century Fox","United States",2001,3
"Harry Potter and the Sorcerer's Stone","Chris Columbus","Daniel Radcliffe, Emma Watson, Rupert Grint, Richard Harris, Maggie Smith, Robbie Coltrane, Alan Rickman, John Cleese, Tom Felton, David Bradley, Richard Griffiths, Julie Walters, Ian Hart",3.6882,241527,4896,"Adventure","Daniel Radcliffe","J.K. Rowling","Warner Bros.","United Kingdom",2001,1
"Casper","Brad Silberling","Chauncey Leopardi, Cathy Moriarty, Eric Idle, Ben Stein, Fred Rogers, Bill Pullman, Christina Ricci, Brad Garrett, Garette Ratliff Henson, Amy Brenneman, Devon Sawa, Dan Aykroyd, Rodney Dangerfield, Clint Eastwood, Mel Gibson",2.88844,112642,158,"Comedy","Bill Pullman","Joseph Oriolo","Universal Pictures","United States",1995,3
"Rushmore","Wes Anderson","Jason Schwartzman, Bill Murray, Olivia Williams, Seymour Cassel, Brian Cox, Mason Gamble, Sara Tanaka, Stephen McCole, Connie Nielsen, Luke Wilson, Andrew Wilson, Alexis Bledel",3.84142,128445,2395,"Comedy","Jason Schwartzman","Wes Anderson","American Empirical Pictures","United States",1998,3
